mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
53	52	156	156	0.0	5/8	5/8	Spanner	6/8	1	1	0																
53	52	156	156	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	447											
53	52	307/2	307/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	448											
54	53	313/2	313/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>cresc.</i>"								
54	53	313/2	313/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	449											
54	53	157	157	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	450									62		
54	53	631/4	631/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	451											
54	53	158	158	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	452									63		
54	53	317/2	317/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	453									63		
54	53	159	159	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	454											
54	53	313/2	313/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	455											
54	53	158	158	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	456											
54	53	313/2	313/2	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	457											
54	53	157	157	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	458											
54	53	315/2	315/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	459											
54	53	158	158	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	460											
54	53	317/2	317/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	461											
54	53	159	159	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	462											
55	54	319/2	319/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	463									64		
55	54	160	160	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	464									64		
55	54	643/4	643/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	465											
55	54	161	161	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	466									65		
55	54	323/2	323/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	467									65		
55	54	162	162	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	468											
55	54	319/2	319/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	469											
55	54	161	161	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	470											
55	54	319/2	319/2	0.5	0	0	Chord	6/8	2	2	1/8			1/8	1	471											
55	54	160	160	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	472											
55	54	321/2	321/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	473											
55	54	161	161	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	474											
55	54	323/2	323/2	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	475											
55	54	162	162	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	476											
56	55	325/2	325/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	477									66		
56	55	163	163	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	478									66		
56	55	655/4	655/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	479											
56	55	164	164	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	480									67		
56	55	165	165	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	481											
56	55	325/2	325/2	3.0	0	0	Chord	6/8	1	2	3/4			1/2	3/2	482											
56	55	325/2	325/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	483											
56	55	163	163	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	484											
56	55	327/2	327/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	485											
56	55	164	164	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	486											
56	55	329/2	329/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	487											
56	55	165	165	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	488											
57	56	331/2	331/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	489									68		
57	56	166	166	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	490									68		
57	56	667/4	667/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	491											
57	56	167	167	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	492									69		
57	56	335/2	335/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	493											
57	56	168	168	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	494											
57	56	335/2	335/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8			1/8	1	495											
57	56	168	168	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	496											
57	56	331/2	331/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	497											
57	56	333/2	333/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	498											
57	56	167	167	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	499											
57	56	331/2	331/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	500											
57	56	167	167	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	501											
58	57	337/2	337/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	502									70		
58	57	169	169	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	503									70		
58	57	679/4	679/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	504											
58	57	170	170	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	505									71		
58	57	341/2	341/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	506									71		
58	57	171	171	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	507											
58	57	337/2	337/2	1.0	0	0	Chord	6/8	1	2	1/4			1/4	1	508											
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8			1/8	1	509											
58	57	170	170	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	510											
58	57	171	171	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	511											
58	57	337/2	337/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	512											
58	57	339/2	339/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	513											
58	57	170	170	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	514											
58	57	171	171	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	515											
58	57	337/2	337/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	516											
59	58	343/2	343/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	517									72		
59	58	172	172	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	518									72		
59	58	691/4	691/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	519											
59	58	173	173	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	520									73		
59	58	347/2	347/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	521									73		
59	58	697/4	697/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	522											
59	58	343/2	343/2	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	523											
59	58	172	172	0.5	1/8	1/8	Chord	6/8	1	2	1/8			1/8	1	524											
59	58	345/2	345/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8			1/8	1	525											
59	58	173	173	1.0	3/8	3/8	Chord	6/8	1	2	1/4			1/4	1	526											
59	58	174	174	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	527											
59	58	343/2	343/2	1.5	0	0	Chord	6/8	1	3	3/8			1/4	3/2	528											
59	58	343/2	343/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	529											
59	58	173	173	0.0	3/8	3/8	Dynamic	6/8	2	1	0						f										
59	58	173	173	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	530											
59	58	174	174	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	531											
59	58	343/2	343/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	532											
59	58	173	173	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	533											
60	59	349/2	349/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	534									74		
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	535											
60	59	176	176	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	536									75		
60	59	353/2	353/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	537									75		
60	59	709/4	709/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	538											
60	59	349/2	349/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	539											
60	59	175	175	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	540											
60	59	351/2	351/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	541											
60	59	176	176	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	542											
60	59	349/2	349/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	543											
60	59	176	176	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	544											
61	60	355/2	355/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	545									76		
61	60	178	178	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	546											
61	60	179	179	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	547									77		
61	60	359/2	359/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	548									77		
61	60	721/4	721/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	549											
61	60	355/2	355/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	550											
61	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	551											
61	60	179	179	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	552											
61	60	180	180	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	553											
61	60	355/2	355/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	554											
61	60	179	179	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	555											
62	61	361/2	361/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	556									78		
62	61	181	181	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	557									78		
62	61	363/2	363/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	558											
62	61	182	182	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	559									79		
62	61	365/2	365/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	560									79		
62	61	733/4	733/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	561											
62	61	361/2	361/2	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>più</i><font size=""9.3787""/><font face=""Opus Text Std""/> f"								
62	61	361/2	361/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	562											
62	61	363/2	363/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	563											
62	61	182	182	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	564											
62	61	183	183	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	565											
63	62	367/2	367/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	566									80		
63	62	184	184	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	567									80		
63	62	369/2	369/2	0.0	1/4	1/4	Dynamic	6/8	1	1	0						ff										
63	62	369/2	369/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	568											
63	62	185	185	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	569									81		
63	62	371/2	371/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	570									81		
63	62	745/4	745/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	571											
63	62	367/2	367/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	572											
63	62	184	184	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	573											
63	62	369/2	369/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	574											
63	62	739/4	739/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	575											
63	62	185	185	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	576											
63	62	371/2	371/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	577											
63	62	186	186	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	578											
63	62	367/2	367/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	579											
63	62	185	185	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	580											
64	63	373/2	373/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>meno </i>"								
64	63	373/2	373/2	0.0	0	0	Dynamic	6/8	1	1	0						f										
64	63	373/2	373/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	581									82		
64	63	187	187	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	582									83		
64	63	749/4	749/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	583									83		
64	63	1499/8	1499/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	584									83		
64	63	375/2	375/2	0.1	1/4	1/4	Chord	6/8	1	1	1/40			1/32	4/5	585									83		
64	63	938/5	938/5	0.1	11/40	11/40	Chord	6/8	1	1	1/40			1/32	4/5	586									83		
64	63	1877/10	1877/10	0.1	3/10	3/10	Chord	6/8	1	1	1/40			1/32	4/5	587									83		
64	63	939/5	939/5	0.1	13/40	13/40	Chord	6/8	1	1	1/40			1/32	4/5	588									83		
64	63	1879/10	1879/10	0.1	7/20	7/20	Chord	6/8	1	1	1/40			1/32	4/5	589											
64	63	188	188	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	590									84		
64	63	377/2	377/2	0.0	1/2	1/2	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>espress.</i>"						84		
64	63	377/2	377/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	591									84		
64	63	757/4	757/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	592											
64	63	373/2	373/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	593											
64	63	375/2	375/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	594											
64	63	751/4	751/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	595											
64	63	188	188	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	596		articAccentAbove									
64	63	373/2	373/2	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	597											
65	64	379/2	379/2	0.0	0	0	Spanner	6/8	1	1	0															12	
65	64	379/2	379/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	598									85	12	
65	64	190	190	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	599										12	
65	64	761/4	761/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	600									86	12	
65	64	1523/8	1523/8	0.0	7/32	7/32	Spanner	6/8	1	1	0														86		
65	64	1523/8	1523/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	601									86		
65	64	381/2	381/2	0.1	1/4	1/4	Chord	6/8	1	1	1/40			1/32	4/5	602									86		
65	64	953/5	953/5	0.1	11/40	11/40	Chord	6/8	1	1	1/40			1/32	4/5	603									86		
65	64	1907/10	1907/10	0.1	3/10	3/10	Chord	6/8	1	1	1/40			1/32	4/5	604									86		
65	64	954/5	954/5	0.1	13/40	13/40	Chord	6/8	1	1	1/40			1/32	4/5	605									86		
65	64	1909/10	1909/10	0.1	7/20	7/20	Chord	6/8	1	1	1/40			1/32	4/5	606											
65	64	191	191	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	607											
65	64	383/2	383/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	608											
65	64	769/4	769/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	609											
65	64	379/2	379/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	610											
65	64	381/2	381/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	611											
65	64	191	191	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	612											
65	64	379/2	379/2	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	613											
66	65	385/2	385/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	614									87		
66	65	193	193	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	615											
66	65	773/4	773/4	0.0	3/16	3/16	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>sempre più </i>"								
66	65	773/4	773/4	0.0	3/16	3/16	Dynamic	6/8	1	1	0						f										
66	65	773/4	773/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	616									88		
66	65	1547/8	1547/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	617									88		
66	65	387/2	387/2	0.1	1/4	1/4	Chord	6/8	1	1	1/40			1/32	4/5	618									88		
66	65	968/5	968/5	0.1	11/40	11/40	Chord	6/8	1	1	1/40			1/32	4/5	619									88		
66	65	1937/10	1937/10	0.1	3/10	3/10	Chord	6/8	1	1	1/40			1/32	4/5	620									88		
66	65	969/5	969/5	0.1	13/40	13/40	Chord	6/8	1	1	1/40			1/32	4/5	621									88		
66	65	1939/10	1939/10	0.1	7/20	7/20	Chord	6/8	1	1	1/40			1/32	4/5	622											
66	65	194	194	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	623									89		
66	65	389/2	389/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	624									89		
66	65	781/4	781/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	625											
66	65	385/2	385/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	626											
66	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	627											
66	65	194	194	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	628											
66	65	195	195	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	629											
66	65	385/2	385/2	3.0	0	0	Chord	6/8	2	2	3/4			1/2	3/2	630											
67	66	391/2	391/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>più </i>"								
67	66	391/2	391/2	0.0	0	0	Dynamic	6/8	1	1	0						f										
67	66	391/2	391/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	631									90		
67	66	196	196	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	632											
67	66	785/4	785/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	633									91		
67	66	1571/8	1571/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	634									91		
67	66	393/2	393/2	0.1	1/4	1/4	Chord	6/8	1	1	1/40			1/32	4/5	635									91		
67	66	983/5	983/5	0.1	11/40	11/40	Chord	6/8	1	1	1/40			1/32	4/5	636									91		
67	66	1967/10	1967/10	0.1	3/10	3/10	Chord	6/8	1	1	1/40			1/32	4/5	637									91		
67	66	984/5	984/5	0.1	13/40	13/40	Chord	6/8	1	1	1/40			1/32	4/5	638									91		
67	66	1969/10	1969/10	0.1	7/20	7/20	Chord	6/8	1	1	1/40			1/32	4/5	639											
67	66	197	197	0.0	3/8	3/8	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>marcato</i>"								
67	66	197	197	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	640											
67	66	197	197	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	641											
67	66	198	198	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	642											
67	66	391/2	391/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	643		articAccentBelow									
67	66	197	197	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	644		articAccentBelow									
68	67	397/2	397/2	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	645											
68	67	797/4	797/4	0.0	3/16	3/16	Spanner	6/8	1	1	0															13	
68	67	797/4	797/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	646									92	13	
68	67	1595/8	1595/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	647									92	13	
68	67	399/2	399/2	0.08333333333333333	1/4	1/4	Chord	6/8	1	1	1/48			1/32	2/3	648									92	13	
68	67	2395/12	2395/12	0.08333333333333333	13/48	13/48	Chord	6/8	1	1	1/48			1/32	2/3	649									92	13	
68	67	599/3	599/3	0.08333333333333333	7/24	7/24	Chord	6/8	1	1	1/48			1/32	2/3	650									92	13	
68	67	799/4	799/4	0.08333333333333333	5/16	5/16	Chord	6/8	1	1	1/48			1/32	2/3	651									92	13	
68	67	1199/6	1199/6	0.08333333333333333	1/3	1/3	Chord	6/8	1	1	1/48			1/32	2/3	652									92	13	
68	67	2399/12	2399/12	0.0	17/48	17/48	Spanner	6/8	1	1	0																
68	67	2399/12	2399/12	0.08333333333333333	17/48	17/48	Chord	6/8	1	1	1/48			1/32	2/3	653											
68	67	200	200	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	654									93		
68	67	401/2	401/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	655									93		
68	67	805/4	805/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	656											
68	67	397/2	397/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	657											
68	67	199	199	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	658											
68	67	397/2	397/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	659											
68	67	200	200	1.0	3/8	3/8	Chord	6/8	2	2	1/4			1/4	1	660		articAccentBelow									
69	68	403/2	403/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	661									94		
69	68	202	202	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	662											
69	68	809/4	809/4	0.0	3/16	3/16	Spanner	6/8	1	1	0															14	
69	68	809/4	809/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	663									95	14	
69	68	1619/8	1619/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	664									95	14	
69	68	405/2	405/2	0.1	1/4	1/4	Chord	6/8	1	1	1/40			1/32	4/5	665									95	14	
69	68	1013/5	1013/5	0.1	11/40	11/40	Chord	6/8	1	1	1/40			1/32	4/5	666									95	14	
69	68	2027/10	2027/10	0.1	3/10	3/10	Chord	6/8	1	1	1/40			1/32	4/5	667									95	14	
69	68	1014/5	1014/5	0.1	13/40	13/40	Chord	6/8	1	1	1/40			1/32	4/5	668									95	14	
69	68	2029/10	2029/10	0.1	7/20	7/20	Chord	6/8	1	1	1/40			1/32	4/5	669										14	
69	68	203	203	0.0	3/8	3/8	Spanner	6/8	1	1	0																
69	68	203	203	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	670											
69	68	203	203	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	671											
69	68	204	204	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	672											
69	68	403/2	403/2	1.5	0	0	Chord	6/8	2	2	3/8			1/4	3/2	673		articAccentBelow									
69	68	203	203	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	674		articAccentBelow									
70	69	409/2	409/2	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	675											
70	69	821/4	821/4	0.0	3/16	3/16	Spanner	6/8	1	1	0															15	
70	69	821/4	821/4	0.08333333333333333	3/16	3/16	Chord	6/8	1	1	1/48			1/32	2/3	676									96	15	
70	69	616/3	616/3	0.08333333333333333	5/24	5/24	Chord	6/8	1	1	1/48			1/32	2/3	677									96	15	
70	69	2465/12	2465/12	0.08333333333333333	11/48	11/48	Chord	6/8	1	1	1/48			1/32	2/3	678									96	15	
70	69	411/2	411/2	0.08333333333333333	1/4	1/4	Chord	6/8	1	1	1/48			1/32	2/3	679									96	15	
70	69	2467/12	2467/12	0.08333333333333333	13/48	13/48	Chord	6/8	1	1	1/48			1/32	2/3	680									96	15	
70	69	617/3	617/3	0.08333333333333333	7/24	7/24	Chord	6/8	1	1	1/48			1/32	2/3	681									96	15	
70	69	823/4	823/4	0.08333333333333333	5/16	5/16	Chord	6/8	1	1	1/48			1/32	2/3	682									96	15	
70	69	1235/6	1235/6	0.08333333333333333	1/3	1/3	Chord	6/8	1	1	1/48			1/32	2/3	683									96	15	
70	69	2471/12	2471/12	0.0	17/48	17/48	Spanner	6/8	1	1	0																
70	69	2471/12	2471/12	0.08333333333333333	17/48	17/48	Chord	6/8	1	1	1/48			1/32	2/3	684											
70	69	206	206	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	685									97		
70	69	413/2	413/2	0.0	1/2	1/2	Dynamic	6/8	1	1	0						f								97		
70	69	413/2	413/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	686									97		
70	69	829/4	829/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	687											
70	69	409/2	409/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	688											
70	69	205	205	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	689											
70	69	206	206	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	690											
70	69	409/2	409/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	691											
71	70	415/2	415/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	692									98		
71	70	208	208	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	693											
71	70	833/4	833/4	0.0	3/16	3/16	Spanner	6/8	1	1	0															16	
71	70	833/4	833/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	694									99	16	
71	70	1667/8	1667/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	695									99	16	
71	70	417/2	417/2	0.1	1/4	1/4	Chord	6/8	1	1	1/40			1/32	4/5	696									99	16	
71	70	1043/5	1043/5	0.1	11/40	11/40	Chord	6/8	1	1	1/40			1/32	4/5	697									99	16	
71	70	2087/10	2087/10	0.1	3/10	3/10	Chord	6/8	1	1	1/40			1/32	4/5	698									99	16	
71	70	1044/5	1044/5	0.1	13/40	13/40	Chord	6/8	1	1	1/40			1/32	4/5	699									99	16	
71	70	2089/10	2089/10	0.1	7/20	7/20	Chord	6/8	1	1	1/40			1/32	4/5	700										16	
71	70	209	209	0.0	3/8	3/8	Spanner	6/8	1	1	0																
71	70	209	209	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	701									100		
